author_id;publication_id
321;169962,108724,108019
322;137757,124977,123415,122811,122810,118540,117299,117249,117180,108798,108770,108454
323;123413,119189,119188,119182,115161,109719
324;128806,108252
325;182480,176954,152390,151668,149861,140980,140302,138985,138973,138262,135973,128391,128312,128235,118442,114410,113807,113551,106957
327;169132,163911,138100,132731,126105,124850,125563,118172,117863,117463,117345,113842,107953,107857
328;180275,163918,156836,141428,138114,130818,117862,108875
329;185126,176878,176877,169612,169610,169608,167728,167715,166052,156845,156829,142558,139968,129872,122992,120881,120344,118109,118102,118099,112047,111940,110671,110670,109717,108889,106866,142561,142560
331;175709,154252,154235,153551,117144
333;185091,176246,171990,165330,165246,160771,157442,153681,146538,145825,145438,139152,122621,118718,118261,118064,115815,114040,108959,108306,108101,108099
335;148604,118873,108819,107998
336;179278,166609,160329,153681,139471,139308,132521,114092,114089
337;181172,157476,144339,141691,132773,121736,120090,138119,138091,138609,105987
339;182370,154204,146219
340;132807,132805,120942
341;165005,145619,138179,134484,132822,120945,120931,112117
342;166137,152632,146241,146239,144589,147711,138383,132127,129062,128116,127966,124286,122466,117703,117690,123957,111162,109566,128667,123973,123972,111005,102898,134356,103688,100520
343;140582,137742,133126,131276,111648,106060
344;145391,140857,137452,137256,127760,127317,127792,119807
345;183790,183779,173722,165420,165300,163634,146272,145585,145416,143579,141436,137451,137419,137326,135360,127315,126984,127806,127796,122069,119804,134168,113033,113022,110036,110032,109129,109128,116869,116853,103549,109645,100266,100240,98521,96292
346;126620,126618,123102,115993,115991,115521,108983,108524,107908,107534,107912
347;174288,156241,151310,144877,115988,110366,108436,101079,97818
348;169776,115995,108532,108453
349;186819,182633,182623,182613,169782,153315,159075,147357,145608,145327,139323,122240,107295
350;146231,116534
351;166011,156047,142659,135238,114203
352;186819,185512,145604,145327,143859,137028,137027,127238,127084,135179,122241,120855,114980,111960,110703,107460,93911
353;169771,169763,152721,138147,120075,107288
354;137468,111625
355;154415,111643,111642
356;136118,125210
358;186994,146394,123646,123231,119071,109662,107752,108049,99045
359;172959,149890,133752,150348
360;179716,173184,136118,105464
361;152504,116138,112681,112286
362;152509,112294,92920
363;184701,180415,183742,172938,172081,172094,152518,151912,149231,125295,123458,112305,123461,123460,94745
364;171296,171209,143672,131585,115624,108342,110725,97467,124273
365;173097,132033,122216,115134,114939,114938,114937,110999,110998,107451,107349,109076,102054,100121,110722,100377,98167,108088
366;154167,114477,94506,94502
367;153068,118242,118241,118007,112971
368;134447,126759,118534
369;117723,117705
370;177040,114451
371;117615,101638,99854,98166,98138,105756,105572
